cell_set_accession	cell_label	cell_fullname	parent_cell_set_accession	parent_cell_set_name	labelset	cell_ontology_term_id	cell_ontology_term	rationale	rationale_dois	marker_gene_evidence	synonyms	neurotransmitter_accession	neurotransmitter_rationale	neurotransmitter_marker_gene_evidence	neighborhood	Neuronal	Glial	CTX.cluster_label	supertype.markers.combo _within subclass_	supertype.markers.combo	CCF_acronym.freq	sex.bias	cluster.markers.combo _within subclass_	nt.markers	CTX.supertype_label	v2.size	v3.size	cluster.TF.markers.combo	multiome.size	Dark	subclass.markers.combo	Light	anatomical_annotation	CTX.supertype_id	np.markers	CTX.subclass_id	cluster.markers.combo	CTX.subclass_label	CCF_broad.freq	merfish.markers.combo	CTX.size	subclass.tf.markers.combo	nt_type_label	nt_type_combo_label	CTX.cluster_id	CTX.neighborhood_id	F	CTX.neighborhood_label	M
CS20230722_CLUS_1477	1477 MPO-ADP Lhx8 Gaba_4		CS20230722_SUPT_0405	0405 MPO-ADP Lhx8 Gaba_4	cluster							CS20230722_NEUR_GABA	Gad2:10.06,Gad1:8.65,Slc32a1:8.4	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	SI:0.32,BST:0.31,HY:0.29	None	Pparg,Gli3	Gad2:10.06,Gad1:8.65,Slc32a1:8.4	None	3	66	Lhx6,Gli3,Pparg	0	0.12	None	0.88	PS?	None	None	None	Lhx8,Gli3,Pparg	None	PAL:0.63,HY:0.31	Lhx8,Gli3,Pparg	None	None	GABA	GABA	None	None	0.54	None	0.46
CS20230722_CLUS_1478	1478 MPO-ADP Lhx8 Gaba_4		CS20230722_SUPT_0405	0405 MPO-ADP Lhx8 Gaba_4	cluster							CS20230722_NEUR_GABA	Gad2:10.38,Gad1:8.76,Slc32a1:8.43	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	SI:0.61,BST:0.14,HY:0.1	None	Hopx,Zic1	Gad2:10.38,Gad1:8.76,Slc32a1:8.43	None	5	48	Gli3,Isl1,Hopx,Zic1	0	0.26	None	0.74	PS?	None	None	None	Lhx8,Gli3,Glp1r	None	PAL:0.75,HY:0.13	Lhx8,Gli3,Igfbp2	None	None	GABA	GABA	None	None	0.43	None	0.57
CS20230722_CLUS_1479	1479 MPO-ADP Lhx8 Gaba_4		CS20230722_SUPT_0405	0405 MPO-ADP Lhx8 Gaba_4	cluster							CS20230722_NEUR_GABA	Gad2:10.66,Gad1:8.92,Slc32a1:8.08	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	SI:0.54,ACB:0.17,BST:0.13	None	Defb1,Htr1a	Gad2:10.66,Gad1:8.92,Slc32a1:8.08	None	6	96	Lhx6,Zic1,Id2,Bcl11b,Tox,Zfhx4	0	0.09	None	0.91	PS?	None	Sst:4.1	None	Lhx8,Defb1,Qrfprl,Zic1	None	PAL:0.67,STRv:0.17	Lhx8,Lncenc1,Trhr,9330158H04Rik,Tacr1,Zic1,Pde11a	None	None	GABA	GABA	None	None	0.47	None	0.53
CS20230722_CLUS_1480	1480 MPO-ADP Lhx8 Gaba_5		CS20230722_SUPT_0406	0406 MPO-ADP Lhx8 Gaba_5	cluster							CS20230722_NEUR_GABA	Gad2:10.66,Gad1:8.36,Slc32a1:6.87	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	HY:0.26,SI:0.15,STR:0.15,MPO:0.11,ACB:0.07,BST:0.07	None	Tmem215,Sfta3-ps	Gad2:10.66,Gad1:8.36,Slc32a1:6.87	None	1	19	Nkx2-1,Zic4,Rorb,Isl1,Dlx1,Pbx3	0	0.15	None	0.85	ADP?	None	Pnoc:5.3	None	Lhx8,Tmem215,Ntsr1	None	HY:0.52,PAL:0.22,NA:0.15	Lhx8,Tmem215,Rorb,Nkx2-1	None	None	GABA	GABA	None	None	0.45	None	0.55
CS20230722_CLUS_1481	1481 MPO-ADP Lhx8 Gaba_5		CS20230722_SUPT_0406	0406 MPO-ADP Lhx8 Gaba_5	cluster							CS20230722_NEUR_GABA	Gad2:10.25,Gad1:7.65,Slc32a1:7.14	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	LSv:0.37,LSr:0.3,ADP:0.13,STR:0.1	None	Slc10a4,Lhx6	Gad2:10.25,Gad1:7.65,Slc32a1:7.14	None	2	19	Lhx6,Zic4,Prdm16,Zfp536,Onecut2,Nkx2-1	0	0.1	None	0.9	ADP?	None	Pnoc:4.4	None	Lhx8,Frrs1,1700003F12Rik,Slc10a4	None	LSX:0.67,HY:0.13,NA:0.1	Lhx8,Esyt3,Htr1b,Necab1,Fibcd1,Ccbe1	None	None	GABA	GABA	None	None	0.57	None	0.43
CS20230722_CLUS_1482	1482 MPO-ADP Lhx8 Gaba_5		CS20230722_SUPT_0406	0406 MPO-ADP Lhx8 Gaba_5	cluster							CS20230722_NEUR_GABA	Gad2:10.25,Gad1:7.7,Slc32a1:7,Ddc:4.03	Gad2|Gad1|Slc32a1|Ddc	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	HY:0.23,PS:0.19,BST:0.15,LSv:0.09,SI:0.08,ADP:0.06,MPO:0.05	None	Gm13264	Gad2:10.25,Gad1:7.7,Slc32a1:7,Ddc:4.03	None	0	143	Nkx2-1,Six3,L3mbtl4,Onecut2,Zic1,Rorb	0	0.15	None	0.85	ADP?	None	Pnoc:3.6	None	Lhx8,Gm13264,Npbwr1	None	HY:0.57,PAL:0.23	Lhx8,Npbwr1,Esyt3,Npy2r	None	None	GABA	GABA	None	None	0.67	None	0.33
CS20230722_CLUS_1483	1483 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1		CS20230722_SUPT_0407	0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:10.28,Gad1:7.8,Slc32a1:7.43,Ddc:3.11	Gad2|Gad1|Slc32a1|Ddc	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	BST:0.37,MPO:0.14,LSv:0.11,CEAm:0.08,HY:0.08,fiber tracts:0.05	None	Six3,Gldn	Gad2:10.28,Gad1:7.8,Slc32a1:7.43,Ddc:3.11	None	54	244	Lhx6,Six3,Sox2,Klf5,Tshz2,Meis2	0	0.08	None	0.92	BST MPN MEA	None	None	None	Lhx6,Six3,Crhbp,Klhl4	None	PAL:0.37,HY:0.31,sAMY:0.12,LSX:0.11	Crhbp,Six3,Pde11a,Trhr,Tox,Kcnmb2,Ndst4	None	None	GABA	GABA	None	None	0.51	None	0.49
CS20230722_CLUS_1484	1484 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1		CS20230722_SUPT_0407	0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:9.31,Gad1:8.14,Slc32a1:7.26,Ddc:3.18	Gad2|Gad1|Slc32a1|Ddc	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	MEA:0.24,BST:0.17,HY:0.15,CEAm:0.09,V3:0.09,LSv:0.04,STR:0.04	None	Sfta3-ps,Calcr	Gad2:9.31,Gad1:8.14,Slc32a1:7.26,Ddc:3.18	None	7	80	Gsx1,Lhx6,Nkx2-1	0	0.07	None	0.93	BST MPN MEA	None	Pnoc:5.4	None	Gsx1,Lhx6,Sfta3-ps	None	sAMY:0.33,NA:0.24,PAL:0.2,HY:0.17	Calcr,Nkx2-1,C230014O12Rik,9330158H04Rik,Kit,Pde11a	None	None	GABA	GABA	None	None	0.61	None	0.39
CS20230722_CLUS_1485	1485 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1		CS20230722_SUPT_0407	0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:10.22,Gad1:8,Slc32a1:7.55,Ddc:3.39	Gad2|Gad1|Slc32a1|Ddc	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	MPN:0.49,MPO:0.12,BST:0.09,HY:0.06,PD:0.05	None	Sulf1,Greb1	Gad2:10.22,Gad1:8,Slc32a1:7.55,Ddc:3.39	None	179	261	Lhx6,Esr2,Zfhx4,Tox,Sox2,Cux2	0	0.09	None	0.91	BST MPN MEA	None	None	None	Cyp19a1,Crhbp,Dgkk,Chst8	None	HY:0.79,sAMY:0.1	Crhbp,Tmem215,Dgkk,Pde11a,Esyt3,Prlr,Gfra1,Glra3	None	None	GABA	GABA	None	None	0.37	None	0.63
CS20230722_CLUS_1486	1486 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1		CS20230722_SUPT_0407	0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:10.16,Gad1:7.59,Slc32a1:7.43,Ddc:3.33	Gad2|Gad1|Slc32a1|Ddc	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	BST:0.21,CEAm:0.14,HY:0.12,LSv:0.12,STR:0.12,ADP:0.07,MEA:0.05	None	Sfta3-ps,Arhgap36	Gad2:10.16,Gad1:7.59,Slc32a1:7.43,Ddc:3.33	None	11	57	Lhx6,Nkx2-1,Nr2f1,Zfhx3,Sox2,Zfp521	0	0.1	None	0.9	BST MPN MEA	None	Pnoc:4.1	None	Brs3,Crhbp,Sfta3-ps,Klhl14	None	HY:0.25,PAL:0.23,sAMY:0.21,NA:0.18	Nkx2-1,Crhbp,Klhl14,Arhgap36	None	None	GABA	GABA	None	None	0.66	None	0.34
CS20230722_CLUS_1487	1487 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1		CS20230722_SUPT_0407	0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:10.35,Gad1:8.55,Slc32a1:8.19	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	MPO:0.36,LPO:0.2,MPN:0.19,HY:0.12	None	Rspo2	Gad2:10.35,Gad1:8.55,Slc32a1:8.19	None	30	38	Gsx1,Lhx6,Pou6f2,Arid5b	0	0.07	None	0.93	BST MPN MEA	None	None	None	Gsx1,Lhx8	None	HY:0.92	Lhx8,Nr2f2,Crhbp,Scn5a	None	None	GABA	GABA	None	None	0.37	None	0.63
CS20230722_CLUS_1488	1488 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1		CS20230722_SUPT_0407	0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:10.2,Gad1:8.79,Slc32a1:8.34	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	LHA:0.4,LPO:0.21,NDB:0.18,MPO:0.09	None	Mc4r	Gad2:10.2,Gad1:8.79,Slc32a1:8.34	None	61	45	Gsx1,Satb2	0	0.06	None	0.94	BST MPN MEA	None	Pnoc:4,Tac2:3.3	None	Gsx1,Satb2	None	HY:0.76,PAL:0.21	Tac2,Crhbp,Pou3f1,Whrn	None	None	GABA	GABA	None	None	0.44	None	0.56
CS20230722_CLUS_1489	1489 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2		CS20230722_SUPT_0408	0408 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2	cluster							CS20230722_NEUR_GABA	Gad2:10.51,Gad1:8.17,Slc32a1:8.07	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	LPO:0.28,LHA:0.25,SI:0.12,NDB:0.08,HY:0.07,MPO:0.06	None	Gm32828,Satb2	Gad2:10.51,Gad1:8.17,Slc32a1:8.07	None	67	137	Lhx6,Satb2,Onecut2,Id4,Rorb,Zfp521	0	0.15	None	0.85	LPO MPO	None	Pnoc:5,Tac2:3.9	None	Grpr,Satb2,Lhx6,Gm32828	None	HY:0.69,PAL:0.29	Grpr,Tac2,Crhbp,Ndst4	None	None	GABA	GABA	None	None	0.46	None	0.54
CS20230722_CLUS_1490	1490 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2		CS20230722_SUPT_0408	0408 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2	cluster							CS20230722_NEUR_GABA	Gad2:10.15,Gad1:8.01,Slc32a1:7.9	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	LPO:0.35,BST:0.19,NDB:0.09,SI:0.09,fx:0.09	None	Lhx8,Tac2	Gad2:10.15,Gad1:8.01,Slc32a1:7.9	None	32	55	Lhx6,Onecut2,Nr2f2,Bcl11b,Zfhx3,Npas1	0	0.09	None	0.91	LPO MPO	None	Tac2:5.9	None	Lhx8,Gm29683,Pappa	None	HY:0.45,PAL:0.39	Lhx8,Tac2,Sox2	None	None	GABA	GABA	None	None	0.38	None	0.62
CS20230722_CLUS_1491	1491 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2		CS20230722_SUPT_0408	0408 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2	cluster							CS20230722_NEUR_GABA	Gad2:10.64,Gad1:8.53,Slc32a1:7.89	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	MPN:0.85	None	Zfp831	Gad2:10.64,Gad1:8.53,Slc32a1:7.89	None	22	30	Lhx6,Zic2,Satb2,Zfp831,Sox5	0	0.15	None	0.85	LPO MPO	None	Pnoc:5.4	None	Lhx6,Chst9,Ntsr1,Gm41414	None	HY:1	Chst9,Sp9,Gpr101,Ramp3,Pde3a	None	None	GABA	GABA	None	None	0.29	None	0.71
CS20230722_CLUS_1492	1492 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2		CS20230722_SUPT_0408	0408 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2	cluster							CS20230722_NEUR_GABA	Gad2:10.94,Gad1:8.84,Slc32a1:8.39	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	LPO:0.37,MPO:0.17,LHA:0.13,MPN:0.11,HY:0.1	None	Apbb1ip	Gad2:10.94,Gad1:8.84,Slc32a1:8.39	None	41	56	Lhx6,Satb2,Zic1,Zfp521,Cux2	0	0.1	None	0.9	LPO MPO	None	Tac2:3.9,Pnoc:3.6	None	Tac2,Satb2,Ccbe1	None	HY:0.89	Tac2,Chst9,Ndnf,Slc32a1	None	None	GABA	GABA	None	None	0.41	None	0.59
CS20230722_CLUS_1493	1493 BST Tac2 Gaba_1		CS20230722_SUPT_0409	0409 BST Tac2 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:10.35,Gad1:8.66,Slc32a1:7.85	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	BST:0.34,LPO:0.3,HY:0.15,SI:0.08	None	Grp	Gad2:10.35,Gad1:8.66,Slc32a1:7.85	None	45	90	Satb2,Isl1,Zic4,Nfib,Nfia	0	0.13	None	0.87	BST po	None	Tac2:6.9,Pnoc:5.4,Grp:4.1	None	Tac2,Satb2,Grp	None	HY:0.56,PAL:0.44	Tac2,Grp,Isl1,Zic1	None	None	GABA	GABA	None	None	0.32	None	0.68
CS20230722_CLUS_1494	1494 BST Tac2 Gaba_1		CS20230722_SUPT_0409	0409 BST Tac2 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:10.51,Gad1:8.72,Slc32a1:7.46	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	BST:0.31,LPO:0.26,SI:0.2,PAL:0.07	None	Igf1,Ecel1	Gad2:10.51,Gad1:8.72,Slc32a1:7.46	None	30	76	Satb2,Isl1,Foxg1,Pou6f2,Tox,Id4	0	0.18	None	0.82	BST po	None	Tac2:9.2,Pnoc:5.3,Penk:5.2	None	Tac2,Satb2,Penk,Isl1	None	PAL:0.6,HY:0.39	Tac2,Isl1,Igf1,Vcan,Ecel1	None	None	GABA	GABA	None	None	0.54	None	0.46
CS20230722_CLUS_1495	1495 BST Tac2 Gaba_1		CS20230722_SUPT_0409	0409 BST Tac2 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:10.41,Gad1:8.92,Slc32a1:7.96	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	SI:0.43,LPO:0.2,PAL:0.19	None	Nwd2,Galr1	Gad2:10.41,Gad1:8.92,Slc32a1:7.96	None	63	285	Satb2,Dlx1,Nr2f1,Zfp521,Id2,Bcl11a	0	0.14	None	0.86	BST po	None	Tac2:9.6	None	Tac2,Satb2,Galr1,Nwd2	None	PAL:0.72,HY:0.26	Tac2,Gpr88,Nwd2,Sox2,Sema3c	None	None	GABA	GABA	None	None	0.49	None	0.51
CS20230722_CLUS_1496	1496 BST Tac2 Gaba_1		CS20230722_SUPT_0409	0409 BST Tac2 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:10.27,Gad1:8.8,Slc32a1:7.65	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	LPO:0.38,SI:0.24,BST:0.1,HY:0.06,LHA:0.05	None	Mkx,Crh	Gad2:10.27,Gad1:8.8,Slc32a1:7.65	None	41	52	Satb2,Isl1,Hopx,Foxg1,Mkx,Bcl11a	0	0.11	None	0.89	BST po	None	Tac2:9.1,Crh:5.4	None	Tac2,Satb2,Plce1,Crh	None	HY:0.57,PAL:0.41	Tac2,Mctp2,Lamp5,Lhfp	None	None	GABA	GABA	None	None	0.31	None	0.69
CS20230722_CLUS_1497	1497 BST Tac2 Gaba_1		CS20230722_SUPT_0409	0409 BST Tac2 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:10.68,Gad1:9.01,Slc32a1:8.14	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	LPO:0.35,SI:0.21,BST:0.17,PAL:0.12	None	Gm19303	Gad2:10.68,Gad1:9.01,Slc32a1:8.14	None	35	65	Satb2,Dlx1,Onecut2,Esr1,Rxrg,Tox	0	0.09	None	0.91	BST po	None	Tac2:9,Nts:4,Pnoc:3.4	None	Gm19303,Tac2,Satb2	None	PAL:0.5,HY:0.48	Tac2,Vcan,Nts,Lypd6,Slc32a1	None	None	GABA	GABA	None	None	0.43	None	0.57
CS20230722_CLUS_1498	1498 BST Tac2 Gaba_1		CS20230722_SUPT_0409	0409 BST Tac2 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:10.52,Gad1:8.07,Slc32a1:7.69	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	BST:0.38,MPO:0.21,MPN:0.11,LPO:0.06,HY:0.05	None	Efhb	Gad2:10.52,Gad1:8.07,Slc32a1:7.69	None	12	74	Isl1,Esr1,Zic4,Nr2f1,Foxg1,Six3	0	0.15	None	0.85	BST po	None	Pnoc:6.7,Crh:3.2	None	Isl1,C1ql3,Lamp5,Efhb	None	HY:0.49,PAL:0.39	Isl1,C1ql3,Lamp5,Lncenc1,Six3,Zic1	None	None	GABA	GABA	None	None	0.48	None	0.52
CS20230722_CLUS_1499	1499 BST Tac2 Gaba_2		CS20230722_SUPT_0410	0410 BST Tac2 Gaba_2	cluster							CS20230722_NEUR_GABA	Gad2:10.01,Gad1:8.08,Slc32a1:7.58	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	BST:0.58,LPO:0.09,LSv:0.08,SI:0.04,PAL:0.03	None	Prok2	Gad2:10.01,Gad1:8.08,Slc32a1:7.58	None	0	62	Isl1,Pou3f3,Nr2f2,Foxg1,Dlx1	0	0.05	None	0.95	BST	None	Crh:7,Penk:3.1	None	Prok2,Brs3,Crh	None	PAL:0.68,HY:0.17	Prok2,Crh,Pou3f1,Prlr	None	None	GABA	GABA	None	None	0.58	None	0.42
CS20230722_CLUS_1500	1500 BST Tac2 Gaba_2		CS20230722_SUPT_0410	0410 BST Tac2 Gaba_2	cluster							CS20230722_NEUR_GABA	Gad2:10.22,Gad1:8.64,Slc32a1:7.16	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	BST:0.4,SI:0.19,LPO:0.15,LSv:0.06,GPe:0.04	None	Bcl11b,Brs3,Npy2r	Gad2:10.22,Gad1:8.64,Slc32a1:7.16	None	7	259	Dlx6,Ebf1,Esr1,Pou3f3,Foxg1,Dlx1	0	0.02	None	0.98	BST	None	Crh:6.1,Tac2:3.3	None	Brs3,Crh,Thsd7b,Tac2	None	PAL:0.67,HY:0.21	Crh,Kcnj5,Slc32a1,Npnt,Otof,Ndst4	None	None	GABA	GABA	None	None	0.55	None	0.45
CS20230722_CLUS_1501	1501 BST Tac2 Gaba_2		CS20230722_SUPT_0410	0410 BST Tac2 Gaba_2	cluster							CS20230722_NEUR_GABA	Gad2:10.33,Gad1:8.3,Slc32a1:7.68	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	BST:0.65,CEAm:0.08,GPe:0.07	None	Angpt1	Gad2:10.33,Gad1:8.3,Slc32a1:7.68	None	2	76	Isl1,Ebf1,Esr1,Bcl11b,Pou3f3,Plagl1	0	0.08	None	0.92	BST	None	Tac2:4.9,Tac1:4.5	None	Tac2,Gm13481,Sostdc1,Slc24a4	None	PAL:0.78,NA:0.1	Tac2,Isl1,Crh,Angpt1,Npy2r	None	None	GABA	GABA	None	None	0.72	None	0.28
CS20230722_CLUS_1502	1502 BST Tac2 Gaba_2		CS20230722_SUPT_0410	0410 BST Tac2 Gaba_2	cluster							CS20230722_NEUR_GABA	Gad2:9.66,Gad1:8.59,Slc32a1:7.62	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	CEAm:0.31,SI:0.27,PAL:0.12,GPe:0.1	None	Lmo2,Penk	Gad2:9.66,Gad1:8.59,Slc32a1:7.62	None	10	67	Arx,Ebf1,Zim1,Bcl11b,Nr2f2,Foxg1	0	0.13	None	0.87	BST	None	Penk:6.4,Tac2:6	None	Atp2c2,Tac2,Ebf1,Adamtsl1	None	PAL:0.53,sAMY:0.32	Tac2,Tmem215,Bcl11b,Htr2a,Penk	None	None	GABA	GABA	None	None	0.4	None	0.6
CS20230722_CLUS_1503	1503 PVR Six3 Sox3 Gaba_1		CS20230722_SUPT_0411	0411 PVR Six3 Sox3 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:9.67,Gad1:8.4,Slc32a1:6.69,Ddc:4.38	Gad2|Gad1|Slc32a1|Ddc	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	NDB:0.3,HY:0.19,MPO:0.08,STR:0.08,AHN:0.06,SBPV:0.06,LSr:0.05	None	D930028M14Rik,Sox6,Asb4	Gad2:9.67,Gad1:8.4,Slc32a1:6.69,Ddc:4.38	None	36	61	Sox3,Onecut3,Sox6,Tox3	0	0.09	None	0.91	AVPV MEPO	None	Pnoc:5.6	None	Sox3,Onecut3,Sox6,Asb4	None	HY:0.52,PAL:0.3	Onecut3,Sox6,Six3,Irs4,Tox3	None	None	GABA	GABA	None	None	0.52	None	0.48
CS20230722_CLUS_1504	1504 PVR Six3 Sox3 Gaba_1		CS20230722_SUPT_0411	0411 PVR Six3 Sox3 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:9.41,Gad1:8.33,Slc32a1:7.06	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	MS:0.4,LSv:0.2,STR:0.08,LSr:0.06,MPO:0.06	None	Tmem132cos,Pgm5	Gad2:9.41,Gad1:8.33,Slc32a1:7.06	None	48	129	Sox3,Arx,Rorb,Isl1,Onecut2,Pou3f3	0	0.11	None	0.89	AVPV MEPO	None	Pnoc:4.5	None	Csta2,Slc1a3,Ptger3,Fign	None	PAL:0.44,LSX:0.26,HY:0.2	Isl1,Slc1a3,Tmem132c,Arhgap36,Rorb	None	None	GABA	GABA	None	None	0.48	None	0.52
CS20230722_CLUS_1505	1505 PVR Six3 Sox3 Gaba_1		CS20230722_SUPT_0411	0411 PVR Six3 Sox3 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:9.77,Gad1:8.47,Slc32a1:7.17,Ddc:3.38	Gad2|Gad1|Slc32a1|Ddc	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	NDB:0.38,STR:0.31,LSr:0.08,SI:0.08	None	Slc22a3,Sulf1	Gad2:9.77,Gad1:8.47,Slc32a1:7.17,Ddc:3.38	None	10	143	Sox3,Onecut1,Sox6,Zic1	0	0.04	None	0.96	AVPV MEPO	None	Pnoc:5.3,Cck:3.9	None	Sox3,Serpinb1b,Slc22a3,Prlr	None	PAL:0.5,NA:0.31	Isl1,Sox6,Tmem215,Arhgap36,Fras1,Zic1	None	None	GABA	GABA	None	None	0.54	None	0.46
CS20230722_CLUS_1506	1506 PVR Six3 Sox3 Gaba_1		CS20230722_SUPT_0411	0411 PVR Six3 Sox3 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:9.63,Gad1:8.89,Slc32a1:7.83	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	STR:0.32,SI:0.15,LSr:0.11,LSv:0.11,ACB:0.09,MS:0.06	None	Qrfpr,Dgkk	Gad2:9.63,Gad1:8.89,Slc32a1:7.83	None	4	46	Sox3,Onecut1,Sox6,Rarb,Dlx1	0	0.1	None	0.9	AVPV MEPO	None	Cck:6.2,Grp:5.4,Pnoc:3.9	None	Sox3,Grp,Adamtsl1	None	NA:0.34,PAL:0.3,LSX:0.21	Grp,Isl1,Ntn1	None	None	GABA	GABA	None	None	0.54	None	0.46
CS20230722_CLUS_1507	1507 PVR Six3 Sox3 Gaba_1		CS20230722_SUPT_0411	0411 PVR Six3 Sox3 Gaba_1	cluster							CS20230722_NEUR_GABA	Gad2:9.72,Gad1:8.42,Slc32a1:6.97	Gad2|Gad1|Slc32a1	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	MPO:0.28,MS:0.27,AVPV:0.22,HY:0.1	None	Nmur2,Pmaip1	Gad2:9.72,Gad1:8.42,Slc32a1:6.97	None	93	170	Prdm12,Insm2,Id2,Onecut1,Zic5,Aff2	0	0.04	None	0.96	AVPV MEPO	None	Pnoc:5.5	None	Pmaip1,Them7,Prdm12	None	HY:0.66,PAL:0.29	Six3,Ptger3,Cd24a,Arhgap36,C230014O12Rik,Rgs6	None	None	GABA	GABA	None	None	0.49	None	0.51
CS20230722_CLUS_1508	1508 PVR Six3 Sox3 Gaba_2		CS20230722_SUPT_0412	0412 PVR Six3 Sox3 Gaba_2	cluster							CS20230722_NEUR_GABA	Gad2:9.62,Gad1:8.39,Slc32a1:6.49,Ddc:3.96	Gad2|Gad1|Slc32a1|Ddc	Subpallium-GABA;HY-EA-Glut-GABA	None	None	None	None	None	MPN:0.3,AHN:0.23,HY:0.23,SBPV:0.14	None	Pgm5,Prdm12,Hs3st4	Gad2:9.62,Gad1:8.39,Slc32a1:6.49,Ddc:3.96	None	170	181	Prdm12,Sox6,Sox3,Nr2f2	0	0.15	None	0.85	SBPV RCH SO	None	Pnoc:4.7	None	Prdm12,Pgm5,Sox6,Arhgef28	None	HY:0.97	Isl1,Sox6,Zic4,Nr2f2,Gpr101	None	None	GABA	GABA	None	None	0.31	None	0.69
